Original_BBL,2021_bbl,facility_type,environmental_concern,facility_feature,map_year,created_date,image_id,comments_string
2023610025,2023610025,Other (input),Not Reported,Other,1908,12/16/2009,36928,Parcel lays on roadway (E. 152nd St.)
2023610025,2023610025,Other (input),Not Reported,Other,1908,12/16/2009,36928,Parcel lays on roadway (E. 152nd St.)
2023610025,2023610025,Other (input),Not Reported,Other,1947,12/16/2009,36931,Parcel lays on roadway (E. 152nd St.)
2023610025,2023610025,Other (input),Not Reported,Other,1935,12/16/2009,36929,Parcel lays on roadway (E. 152nd St.)
2023610025,2023610025,Other (input),Not Reported,Other,1946,12/16/2009,36930,Parcel lays on roadway (E. 152nd St.)
2023610001,2023610001,Commercial,Tank,Chemical Storage Tank,1946,12/16/2009,36923,Ammonia tank
2023610001,2023610001,Commercial,Tank,Chemical Storage Tank,1908,12/16/2009,36921,Ammonia tank
2023610001,2023610001,Commercial,Tank,Chemical Storage Tank,1935,12/16/2009,36922,Ammonia tank
2023610001,2023610001,Unknown,Not Reported,Building,1891,04/13/2010,36920,Multiple unmarked buildings.
2023610001,2023610001,Commercial,Not Reported,Store,1908,12/16/2009,36921,No Additional Comments
2023610001,2023610001,Commercial,Not Reported,Store,1935,12/16/2009,36922,Includes plumber shop and restaurant
2023610001,2023610001,Commercial,Tank,Underground storage tank(s),1935,12/16/2009,36922,2 - 550 gal. gasoline tanks
2023610001,2023610001,Commercial,Not Reported,Store,1946,12/16/2009,36923,"Multiple storefronts; includes plumber shop, cold storage and boiler room."
2023610001,2023610001,Residential,Not Reported,Residential/dwelling,1946,12/16/2009,36923,No Additional Comments
2023610001,2023610001,Residential,Not Reported,Residential/dwelling,1947,12/16/2009,36924,No Additional Comments
2023610001,2023610001,Commercial,Not Reported,Store,1951,12/16/2009,36925,Multiple storefronts; includes plumber shop and cold storage and smoke ovens for provisions.
2023610001,2023610001,Residential,Not Reported,Residential/dwelling,1951,12/16/2009,36925,No Additional Comments
2023610001,2023610001,Residential,Not Reported,Residential/dwelling,1980,12/16/2009,36926,Portion of parcel has no features visible.
2023610001,2023610001,Other (input),Waste,Junkyard,1908,12/16/2009,36921,No Additional Comments
2023610001,2023610001,Residential,Not Reported,Residential/dwelling,1935,12/16/2009,36922,No Additional Comments
2023610001,2023610001,Transportation,Not Reported,Parking,1946,12/16/2009,36923,No Additional Comments
2023610001,2023610001,Commercial,Not Reported,Store,1947,12/16/2009,36924,Multiple storefronts; includes plumber shop and cold storage for provisions.
2023610001,2023610001,Residential,Not Reported,Residential/dwelling,1908,12/16/2009,36921,No Additional Comments
2023610001,2023610001,Commercial,Garage,Auto Repair/Garage,1935,12/16/2009,36922,No Additional Comments
3034140005,3034140005,Commercial,Not Reported,Store,1962,12/07/2009,35782,No Additional Comments
3034140005,3034140005,Commercial,Not Reported,Store,1980,12/07/2009,35784,No Additional Comments
3034140005,3034140005,Commercial,Not Reported,Store,1907,12/07/2009,35779,No Additional Comments
3034140005,3034140005,Commercial,Not Reported,Store,1951,12/07/2009,35781,No Additional Comments
3034140005,3034140005,Commercial,Not Reported,Store,1965,12/07/2009,35783,No Additional Comments
3034140005,3034140005,Unknown,Not Reported,No Features Visible,1888,12/07/2009,35778,No Additional Comments
3034140005,3034140005,Commercial,Not Reported,Store,1932,12/07/2009,35780,No Additional Comments
2025640072,2025640072,Unknown,Not Reported,No Features Visible,1969,12/17/2009,37511,No Additional Comments
2025640072,2025640072,Unknown,Not Reported,No Features Visible,1981,12/17/2009,37512,No Additional Comments
2025640072,2025640072,Other (input),Not Reported,Other,1946,12/17/2009,37509,Flat (denotes a delivery service)
2025640072,2025640072,Other (input),Not Reported,Other,1951,12/17/2009,37510,"Flat (denotes a delivery service), includes a 10,000 gal. wood water tank."
2025640072,2025640072,Other (input),Not Reported,Other,1935,12/17/2009,37508,Flat (denotes a delivery service)
3014640080,3014640080,Commercial,Service Station,Gasoline Tank,1965,12/12/2009,29831,Four gasoline tanks.
3014640080,3014640080,Unknown,Not Reported,No Features Visible,1980,12/12/2009,29832,No Additional Comments
3014640080,3014640080,Unknown,Not Reported,No Features Visible,1888,12/12/2009,29826,No Additional Comments
3014640080,3014640080,Unknown,Not Reported,No Features Visible,1907,12/12/2009,29827,No Additional Comments
3014640080,3014640080,Commercial,Service Station,Gasoline Tank,1932,12/12/2009,29828,Four gasoline tanks.
2025620040,2025620040,Residential,Not Reported,Residential/dwelling,1908,12/17/2009,37465,No Additional Comments
2025620040,2025620040,Residential,Not Reported,Residential/dwelling,1935,12/17/2009,37466,No Additional Comments
2025620040,2025620040,Residential,Not Reported,Residential/dwelling,1944,12/17/2009,37467,No Additional Comments
2025620040,2025620040,Residential,Not Reported,Residential/dwelling,1951,12/17/2009,37468,No Additional Comments
2025620040,2025620040,Residential,Not Reported,Residential/dwelling,1951,12/17/2009,37468,No Additional Comments
4025750101,4025750101,Unknown,Not Reported,No Features Visible,1976,02/08/2010,44605,No Additional Comments
2025620040,2025620040,Unknown,Not Reported,No Features Visible,1980,12/17/2009,37470,No Additional Comments
2025620040,2025620040,Unknown,Not Reported,Building,1891,01/24/2010,37464,Small unmarked building.
2025620040,2025620040,Residential,Not Reported,Residential/dwelling,1969,12/17/2009,37469,No Additional Comments
3084701200,3084701200,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1907,01/28/2010,75858,Parcel lies in a waterway.
3084701200,3084701200,Other (input),Not Reported,Other,1968,03/16/2010,75861,Parcel lies on shoreline between Mill Basin and Avenue U.
3084701200,3084701200,Other (input),Not Reported,Other,1981,03/16/2010,75864,Parcel lies on shoreline between Mill Basin and Avenue U.
3084701200,3084701200,Other (input),Not Reported,Other,1930,03/16/2010,75859,Parcel lies on shoreline between Mill Basin and Avenue U.
3084701200,3084701200,Other (input),Not Reported,Other,1950,03/16/2010,75860,Parcel lies on shoreline between Mill Basin and Avenue U.
3084701200,3084701200,Other (input),Not Reported,Other,1969,03/16/2010,75862,Parcel lies on shoreline between Mill Basin and Avenue U.
3084701200,3084701200,Other (input),Not Reported,Other,1977,03/16/2010,75863,Parcel lies on shoreline between Mill Basin and Avenue U.
2025620083,2025620083,Residential,Not Reported,Residential/dwelling,1935,12/17/2009,37473,No Additional Comments
2025620083,2025620083,Residential,Not Reported,Residential/dwelling,1946,12/17/2009,37474,No Additional Comments
2025620083,2025620083,Residential,Not Reported,Residential/dwelling,1951,12/17/2009,37475,No Additional Comments
2025620083,2025620083,Residential,Not Reported,Residential/dwelling,1969,12/17/2009,37476,No Additional Comments
2025620083,2025620083,Commercial,Not Reported,Store,1969,12/17/2009,37476,No Additional Comments
2025620083,2025620083,Residential,Not Reported,Residential/dwelling,1980,12/17/2009,37477,No Additional Comments
2025620083,2025620083,Commercial,Not Reported,Store,1908,01/24/2010,37472,No Additional Comments
2025620083,2025620083,Commercial,Not Reported,Store,1935,01/24/2010,37473,No Additional Comments
2025620083,2025620083,Commercial,Not Reported,Store,1946,01/24/2010,37474,No Additional Comments
2025620083,2025620083,Residential,Not Reported,Residential/dwelling,1908,12/17/2009,37472,No Additional Comments
2025620083,2025620083,Commercial,Not Reported,Store,1980,12/17/2009,37477,No Additional Comments
2025620083,2025620083,Unknown,Not Reported,No Features Visible,1891,12/17/2009,37471,No Additional Comments
2025620083,2025620083,Commercial,Chemical,Printing Industry/print shop,1951,12/17/2009,37475,No Additional Comments
3079620040,3079620040,Unknown,Not Reported,No Features Visible,1907,12/14/2009,75627,No Additional Comments
3079620040,3079620040,Unknown,Not Reported,No Features Visible,1928,12/14/2009,75628,No Additional Comments
3079140012,3079140012,Unknown,Not Reported,No Features Visible,1969,12/08/2009,75197,No Additional Comments
3079140012,3079140012,Unknown,Not Reported,No Features Visible,1907,12/08/2009,75193,No Additional Comments
3079140012,3079140012,Unknown,Not Reported,No Features Visible,1950,12/08/2009,75195,No Additional Comments
2025640010,2025640010,Unknown,Not Reported,No Features Visible,1969,01/06/2010,37497,No Additional Comments
2025640010,2025640010,Commercial,Not Reported,Store,1908,01/06/2010,37493,Two storefronts.
2025640001,2025640001,Unknown,Not Reported,No Features Visible,1908,12/17/2009,37493,No Additional Comments
3079620040,3079620040,Residential,Not Reported,Residential/dwelling,1950,12/14/2009,75629,1 detached garage
2025640010,2025640010,Residential,Not Reported,Residential/dwelling,1951,01/06/2010,37496,Parcel contains a portion of three residential buildings.
4025750026,4025750026,Not reported,Not Reported,Not reported,1950,03/13/2015,44614,
2025640010,2025640010,Residential,Not Reported,Residential/dwelling,1946,01/06/2010,37495,Parcel contains a portion of three residential buildings.
2025640001,2025640001,Commercial,Not Reported,Store,1935,12/17/2009,37494,No Additional Comments
3079620040,3079620040,Residential,Not Reported,Residential/dwelling,1967,12/14/2009,75630,1 detached garage
2025640010,2025640010,Commercial,Not Reported,Store,1946,01/06/2010,37495,Two storefronts.
2025640010,2025640010,Residential,Not Reported,Residential/dwelling,1935,01/06/2010,37494,Parcel contains a portion of three residential buildings.
2025640001,2025640001,Residential,Not Reported,Residential/dwelling,1944,12/17/2009,37502,No Additional Comments
3079620040,3079620040,Residential,Not Reported,Residential/dwelling,1969,12/14/2009,75631,1 detached garage
2025640010,2025640010,Residential,Not Reported,Residential/dwelling,1908,01/06/2010,37493,Parcel contains a portion of three residential buildings.
2025640010,2025640010,Commercial,Not Reported,Store,1935,01/06/2010,37494,Two storefronts.
2025640001,2025640001,Residential,Not Reported,Residential/dwelling,1946,12/17/2009,37495,No Additional Comments
3079620040,3079620040,Residential,Not Reported,Residential/dwelling,1977,12/14/2009,75632,1 detached garage
2025640010,2025640010,Commercial,Not Reported,Store,1951,01/06/2010,37496,Two storefronts.
2025640010,2025640010,Unknown,Not Reported,No Features Visible,1891,01/06/2010,37492,No Additional Comments
2025640001,2025640001,Commercial,Not Reported,Store,1946,12/17/2009,37495,No Additional Comments
3079620040,3079620040,Commercial,Automotive,Salvage Yards,1980,12/14/2009,75633,Auto parts yard
2025640010,2025640010,Unknown,Not Reported,No Features Visible,1980,01/06/2010,37498,No Additional Comments
4025750101,4025750101,Other (input),Not Reported,Other,1950,02/08/2010,44603,"Parcel lies in roadway (57th St, Creek)."
4025750101,4025750101,Unknown,Not Reported,No Features Visible,1971,02/08/2010,44604,No Additional Comments
4025750101,4025750101,Unknown,Not Reported,No Features Visible,1980,02/08/2010,44606,No Additional Comments
4025750101,4025750101,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1902,02/08/2010,44600,Shoreline.
2025640001,2025640001,Unknown,Not Reported,No Features Visible,1891,12/17/2009,37492,No Additional Comments
3079140011,3079140011,Unknown,Not Reported,No Features Visible,1928,12/08/2009,75187,No Additional Comments
3079140011,3079140011,Unknown,Not Reported,No Features Visible,1950,12/08/2009,75188,No Additional Comments
3079140011,3079140011,Unknown,Not Reported,No Features Visible,1980,12/08/2009,75192,No Additional Comments
2025640001,2025640001,Commercial,Not Reported,Store,1951,12/17/2009,37496,No Additional Comments
2025640001,2025640001,Unknown,Not Reported,No Features Visible,1969,01/24/2010,37497,No Additional Comments
2025640001,2025640001,Unknown,Not Reported,No Features Visible,1980,12/17/2009,37498,No Additional Comments
2025640001,2025640001,Commercial,Not Reported,Store,1944,12/17/2009,37502,No Additional Comments
2025640001,2025640001,Unknown,Not Reported,No Features Visible,1969,12/17/2009,37504,No Additional Comments
2025640001,2025640001,Residential,Not Reported,Residential/dwelling,1935,12/17/2009,37494,No Additional Comments
2025640001,2025640001,Residential,Not Reported,Residential/dwelling,1951,12/17/2009,37496,No Additional Comments
3079140011,3079140011,Unknown,Not Reported,No Features Visible,1967,12/08/2009,75189,No Additional Comments
3079140011,3079140011,Unknown,Not Reported,No Features Visible,1969,12/08/2009,75190,No Additional Comments
3079140011,3079140011,Unknown,Not Reported,No Features Visible,1977,12/08/2009,75191,No Additional Comments
3079140011,3079140011,Unknown,Not Reported,No Features Visible,1907,12/08/2009,75186,No Additional Comments
3079140012,3079140012,Unknown,Not Reported,No Features Visible,1928,12/08/2009,75194,No Additional Comments
3079140012,3079140012,Unknown,Not Reported,No Features Visible,1967,12/08/2009,75196,No Additional Comments
3079140012,3079140012,Unknown,Not Reported,No Features Visible,1980,12/08/2009,75199,No Additional Comments
3079140012,3079140012,Unknown,Not Reported,No Features Visible,1977,12/08/2009,75198,No Additional Comments
2025620095,2025620095,Unknown,Not Reported,No Features Visible,1891,12/17/2009,37485,No Additional Comments
2025620095,2025620095,Residential,Not Reported,Residential/dwelling,1908,12/17/2009,37486,No Additional Comments
2025620095,2025620095,Residential,Not Reported,Residential/dwelling,1935,12/17/2009,37487,No Additional Comments
2025620095,2025620095,Residential,Not Reported,Residential/dwelling,1951,12/17/2009,37489,No Additional Comments
2025620095,2025620095,Unknown,Not Reported,No Features Visible,1980,12/17/2009,37491,No Additional Comments
2025620095,2025620095,Unknown,Not Reported,No Features Visible,1969,12/17/2009,37490,No Additional Comments
2025620095,2025620095,Residential,Not Reported,Residential/dwelling,1944,12/17/2009,37488,No Additional Comments
3014330006,3014330006,Commercial,Auto Repair,Auto Repair/Garage,1963,12/17/2009,29618,Auto sales and service
3014330006,3014330006,Commercial,Auto Repair,Auto Repair/Garage,1980,12/17/2009,29620,Auto sales and service
3014330006,3014330006,Residential,Not Reported,Residential/dwelling,1888,01/17/2010,29614,Multiple residential buildings with associated sheds.
3014330006,3014330006,Commercial,Not Reported,Store,1908,01/17/2010,29615,One storefront with associated shed(s).
